timestamp,location,price,last4ccnum,Date,loyaltynum
2014-01-06 01:06:00 UTC,Kronos Pipe and Irrigation,242.21,9220,2014-01-05 16:00:00 UTC,L4063
2014-01-06 02:02:00 UTC,Nationwide Refinery,761.64,9735,2014-01-05 16:00:00 UTC,L9633
2014-01-06 02:18:00 UTC,Maximum Iron and Steel,2859.51,9220,2014-01-05 16:00:00 UTC,L4063
2014-01-06 03:33:00 UTC,Stewart and Sons Fabrication,2144.62,9735,2014-01-05 16:00:00 UTC,L9633
2014-01-06 03:57:00 UTC,Carlyle Chemical Inc.,3959.66,9220,2014-01-05 16:00:00 UTC,L4063
2014-01-06 04:00:00 UTC,Coffee Shack,51.51,7117,2014-01-05 16:00:00 UTC,
2014-01-06 04:00:00 UTC,Bean There Done That,10.28,1415,2014-01-05 16:00:00 UTC,L7783
2014-01-06 04:00:00 UTC,Bean There Done That,16.09,9635,2014-01-05 16:00:00 UTC,L3191
2014-01-06 04:00:00 UTC,Brewed Awakenings,5.72,7688,2014-01-05 16:00:00 UTC,L4164
2014-01-06 04:00:00 UTC,Jack's Magical Beans,11.03,6899,2014-01-05 16:00:00 UTC,L6267
2014-01-06 04:00:00 UTC,Brewed Awakenings,16.89,2540,2014-01-05 16:00:00 UTC,L5947
2014-01-06 04:00:00 UTC,Bean There Done That,8.54,1877,2014-01-05 16:00:00 UTC,L3014
2014-01-06 04:00:00 UTC,Brewed Awakenings,4.35,8332,2014-01-05 16:00:00 UTC,L2070
2014-01-06 04:00:00 UTC,Bean There Done That,5.24,1321,2014-01-05 16:00:00 UTC,L4149
2014-01-06 04:00:00 UTC,Bean There Done That,4.27,6895,2014-01-05 16:00:00 UTC,L3366
2014-01-06 04:00:00 UTC,Jack's Magical Beans,18.59,9241,2014-01-05 16:00:00 UTC,L3288
2014-01-06 04:00:00 UTC,Jack's Magical Beans,27.84,8156,2014-01-05 16:00:00 UTC,
2014-01-06 04:00:00 UTC,Jack's Magical Beans,18.1,2463,2014-01-05 16:00:00 UTC,L6886
2014-01-06 04:16:00 UTC,Abila Airport,1873.79,8642,2014-01-05 16:00:00 UTC,
2014-01-06 04:56:00 UTC,Katerina's Cafe,13.68,8332,2014-01-05 16:00:00 UTC,
2014-01-06 04:57:00 UTC,Hippokampos,9.16,8156,2014-01-05 16:00:00 UTC,
2014-01-06 05:18:00 UTC,Abila Zacharo,106.93,2418,2014-01-05 16:00:00 UTC,
2014-01-06 05:19:00 UTC,Gelatogalore,12.74,7253,2014-01-05 16:00:00 UTC,L1682
2014-01-06 05:19:00 UTC,Kalami Kafenion,70.1,3484,2014-01-05 16:00:00 UTC,
2014-01-06 05:20:00 UTC,Hippokampos,34.03,6691,2014-01-05 16:00:00 UTC,L6267
2014-01-06 05:21:00 UTC,Hippokampos,28.23,9551,2014-01-05 16:00:00 UTC,
2014-01-06 05:22:00 UTC,Ouzeri Elian,38.9,2540,2014-01-05 16:00:00 UTC,L5947
2014-01-06 05:23:00 UTC,Hippokampos,13.26,4795,2014-01-05 16:00:00 UTC,L8566
2014-01-06 05:24:00 UTC,Guy's Gyros,15.44,1415,2014-01-05 16:00:00 UTC,L7783
2014-01-06 05:27:00 UTC,Abila Zacharo,30.08,7688,2014-01-05 16:00:00 UTC,L4164
2014-01-06 05:27:00 UTC,Abila Zacharo,50.14,1286,2014-01-05 16:00:00 UTC,L3288
2014-01-06 05:28:00 UTC,Katerina's Cafe,33.54,8411,2014-01-05 16:00:00 UTC,L6110
2014-01-06 05:28:00 UTC,Kalami Kafenion,8.64,5407,2014-01-05 16:00:00 UTC,L4034
2014-01-06 05:30:00 UTC,Guy's Gyros,16.92,7384,2014-01-05 16:00:00 UTC,L3800
2014-01-06 05:35:00 UTC,Hippokampos,36.54,2681,2014-01-05 16:00:00 UTC,L1107
2014-01-06 05:35:00 UTC,Abila Zacharo,92.05,7354,2014-01-05 16:00:00 UTC,
2014-01-06 05:37:00 UTC,Ouzeri Elian,20.56,6816,2014-01-05 16:00:00 UTC,L8148
2014-01-06 05:39:00 UTC,Guy's Gyros,11.22,1310,2014-01-05 16:00:00 UTC,L8012
2014-01-06 05:41:00 UTC,Gelatogalore,22.64,7889,2014-01-05 16:00:00 UTC,L6119
2014-01-06 05:42:00 UTC,Ouzeri Elian,20.4,6895,2014-01-05 16:00:00 UTC,L3366
2014-01-06 05:46:00 UTC,Guy's Gyros,30.82,9635,2014-01-05 16:00:00 UTC,L3191
2014-01-06 05:46:00 UTC,Katerina's Cafe,18.56,6899,2014-01-05 16:00:00 UTC,L6267
2014-01-06 05:46:00 UTC,Guy's Gyros,99.67,2463,2014-01-05 16:00:00 UTC,
2014-01-06 05:47:00 UTC,Kalami Kafenion,22.13,1321,2014-01-05 16:00:00 UTC,
2014-01-06 05:48:00 UTC,Ouzeri Elian,20.74,5368,2014-01-05 16:00:00 UTC,L2247
2014-01-06 05:48:00 UTC,Ouzeri Elian,30.87,5921,2014-01-05 16:00:00 UTC,L3295
2014-01-06 05:50:00 UTC,Katerina's Cafe,13.59,1874,2014-01-05 16:00:00 UTC,L4424
2014-01-06 05:50:00 UTC,Katerina's Cafe,32.64,9617,2014-01-05 16:00:00 UTC,L5553
2014-01-06 05:52:00 UTC,Kalami Kafenion,22.31,4434,2014-01-05 16:00:00 UTC,L2169
2014-01-06 05:52:00 UTC,Gelatogalore,36.33,3492,2014-01-05 16:00:00 UTC,L7814
2014-01-06 05:53:00 UTC,Katerina's Cafe,36.95,2142,2014-01-05 16:00:00 UTC,
2014-01-06 05:54:00 UTC,Abila Zacharo,23.15,9405,2014-01-05 16:00:00 UTC,L3259
2014-01-06 05:57:00 UTC,Hippokampos,8.64,1877,2014-01-05 16:00:00 UTC,L3014
2014-01-06 05:58:00 UTC,Hippokampos,38.25,8202,2014-01-05 16:00:00 UTC,L2343
2014-01-06 05:59:00 UTC,Katerina's Cafe,39.41,3853,2014-01-05 16:00:00 UTC,L1485
2014-01-06 06:00:00 UTC,Kalami Kafenion,13.08,7117,2014-01-05 16:00:00 UTC,L6417
2014-01-06 06:00:00 UTC,Gelatogalore,23.41,7819,2014-01-05 16:00:00 UTC,L5259
2014-01-06 06:04:00 UTC,Hippokampos,30.88,4948,2014-01-05 16:00:00 UTC,L9406
2014-01-06 06:05:00 UTC,Abila Zacharo,78.11,7108,2014-01-05 16:00:00 UTC,
2014-01-06 06:15:00 UTC,Kalami Kafenion,27.4,8129,2014-01-05 16:00:00 UTC,L8328
2014-01-06 06:17:00 UTC,Katerina's Cafe,19.65,6901,2014-01-05 16:00:00 UTC,L9363
2014-01-06 07:14:00 UTC,Abila Airport,777.06,9220,2014-01-05 16:00:00 UTC,L4063
2014-01-06 07:39:00 UTC,Abila Airport,612.47,8642,2014-01-05 16:00:00 UTC,L2769
2014-01-06 09:28:00 UTC,U-Pump,59.51,3484,2014-01-05 16:00:00 UTC,L2490
2014-01-06 10:56:00 UTC,Katerina's Cafe,78.65,8411,2014-01-05 16:00:00 UTC,
2014-01-06 11:08:00 UTC,Katerina's Cafe,26.46,8129,2014-01-05 16:00:00 UTC,L8328
2014-01-06 11:18:00 UTC,Guy's Gyros,39.29,7384,2014-01-05 16:00:00 UTC,L3800
2014-01-06 11:50:00 UTC,Frydos Autosupply n' More,273.87,9241,2014-01-05 16:00:00 UTC,
2014-01-06 12:07:00 UTC,Katerina's Cafe,23.63,7253,2014-01-05 16:00:00 UTC,L1682
2014-01-06 12:08:00 UTC,Katerina's Cafe,12.32,1874,2014-01-05 16:00:00 UTC,L4424
2014-01-06 12:09:00 UTC,Guy's Gyros,11.94,6901,2014-01-05 16:00:00 UTC,L9363
2014-01-06 12:12:00 UTC,Frydos Autosupply n' More,80.85,8202,2014-01-05 16:00:00 UTC,L2343
2014-01-06 12:13:00 UTC,Guy's Gyros,22.57,3484,2014-01-05 16:00:00 UTC,L2490
2014-01-06 12:15:00 UTC,Guy's Gyros,117.82,6816,2014-01-05 16:00:00 UTC,
2014-01-06 12:15:00 UTC,Frydos Autosupply n' More,175.87,5368,2014-01-05 16:00:00 UTC,L2247
2014-01-06 12:19:00 UTC,Katerina's Cafe,21.66,2418,2014-01-05 16:00:00 UTC,
2014-01-06 12:20:00 UTC,Hippokampos,35.34,1321,2014-01-05 16:00:00 UTC,L4149
2014-01-06 12:24:00 UTC,Guy's Gyros,28.94,7819,2014-01-05 16:00:00 UTC,L5259
2014-01-06 12:26:00 UTC,Albert's Fine Clothing,276.9,9551,2014-01-05 16:00:00 UTC,L5777
2014-01-06 12:28:00 UTC,Guy's Gyros,95.29,7108,2014-01-05 16:00:00 UTC,
2014-01-06 12:29:00 UTC,Hippokampos,85.5,6895,2014-01-05 16:00:00 UTC,
2014-01-06 12:29:00 UTC,Katerina's Cafe,17.92,9405,2014-01-05 16:00:00 UTC,L3259
2014-01-06 12:30:00 UTC,Katerina's Cafe,28,6691,2014-01-05 16:00:00 UTC,L6267
2014-01-06 12:33:00 UTC,Katerina's Cafe,15.52,5921,2014-01-05 16:00:00 UTC,L3295
2014-01-06 12:36:00 UTC,Hippokampos,26.8,1877,2014-01-05 16:00:00 UTC,L3014
2014-01-06 12:46:00 UTC,Hippokampos,24.41,7117,2014-01-05 16:00:00 UTC,L6417
2014-01-06 12:46:00 UTC,Hippokampos,21.33,1415,2014-01-05 16:00:00 UTC,L7783
2014-01-06 12:47:00 UTC,Frydos Autosupply n' More,149.3,5407,2014-01-05 16:00:00 UTC,
2014-01-06 12:49:00 UTC,Shoppers' Delight,293.67,7354,2014-01-05 16:00:00 UTC,L9254
2014-01-06 12:52:00 UTC,Hippokampos,17.27,7688,2014-01-05 16:00:00 UTC,L4164
2014-01-06 12:59:00 UTC,Katerina's Cafe,26.1,3492,2014-01-05 16:00:00 UTC,L7814
2014-01-06 13:03:00 UTC,Katerina's Cafe,10.72,9617,2014-01-05 16:00:00 UTC,
2014-01-06 13:03:00 UTC,Albert's Fine Clothing,121.76,4434,2014-01-05 16:00:00 UTC,L2169
2014-01-06 13:11:00 UTC,Hippokampos,28.14,8156,2014-01-05 16:00:00 UTC,
2014-01-06 13:12:00 UTC,Katerina's Cafe,26.51,4948,2014-01-05 16:00:00 UTC,L9406
2014-01-06 13:23:00 UTC,Frydos Autosupply n' More,197.32,2142,2014-01-05 16:00:00 UTC,L9637
2014-01-06 13:32:00 UTC,Frydos Autosupply n' More,314.98,1310,2014-01-05 16:00:00 UTC,
2014-01-06 13:52:00 UTC,Hippokampos,20.61,8332,2014-01-05 16:00:00 UTC,L2070
2014-01-06 23:27:00 UTC,Brew've Been Served,5.08,7384,2014-01-06 16:00:00 UTC,L3800
2014-01-06 23:31:00 UTC,Brew've Been Served,12.74,5368,2014-01-06 16:00:00 UTC,L2247
2014-01-06 23:33:00 UTC,Brew've Been Served,7.09,4795,2014-01-06 16:00:00 UTC,
2014-01-06 23:35:00 UTC,Hallowed Grounds,14.05,7889,2014-01-06 16:00:00 UTC,L6119
2014-01-06 23:37:00 UTC,Hallowed Grounds,8.91,8129,2014-01-06 16:00:00 UTC,L8328
2014-01-06 23:41:00 UTC,Hallowed Grounds,19.59,1874,2014-01-06 16:00:00 UTC,
2014-01-06 23:45:00 UTC,Brew've Been Served,19.6,6816,2014-01-06 16:00:00 UTC,
2014-01-06 23:46:00 UTC,Hallowed Grounds,84.44,9551,2014-01-06 16:00:00 UTC,
2014-01-06 23:46:00 UTC,Coffee Cameleon,9.1,5921,2014-01-06 16:00:00 UTC,L3295
2014-01-06 23:47:00 UTC,Hallowed Grounds,7.88,1310,2014-01-06 16:00:00 UTC,L8012
2014-01-06 23:48:00 UTC,Hallowed Grounds,18.97,7108,2014-01-06 16:00:00 UTC,L6544
2014-01-06 23:49:00 UTC,Coffee Cameleon,27.66,7253,2014-01-06 16:00:00 UTC,
2014-01-06 23:50:00 UTC,Brew've Been Served,4.39,5407,2014-01-06 16:00:00 UTC,L4034
2014-01-06 23:50:00 UTC,Hallowed Grounds,9.61,3492,2014-01-06 16:00:00 UTC,L7814
2014-01-06 23:52:00 UTC,Brew've Been Served,3,4434,2014-01-06 16:00:00 UTC,L2169
2014-01-06 23:54:00 UTC,Brew've Been Served,11.92,1286,2014-01-06 16:00:00 UTC,L3572
2014-01-06 23:55:00 UTC,Brew've Been Served,69.06,3484,2014-01-06 16:00:00 UTC,
2014-01-06 23:56:00 UTC,Brew've Been Served,98.53,9683,2014-01-06 16:00:00 UTC,
2014-01-06 23:57:00 UTC,Hallowed Grounds,10.33,6691,2014-01-06 16:00:00 UTC,L6267
2014-01-06 23:58:00 UTC,Brew've Been Served,17.4,8202,2014-01-06 16:00:00 UTC,L2343
2014-01-07 00:00:00 UTC,Brew've Been Served,11.91,4948,2014-01-06 16:00:00 UTC,L9406
2014-01-07 00:00:00 UTC,Coffee Cameleon,11.55,2142,2014-01-06 16:00:00 UTC,L9637
2014-01-07 00:01:00 UTC,Coffee Cameleon,52.44,2418,2014-01-06 16:00:00 UTC,
2014-01-07 00:01:00 UTC,Hallowed Grounds,9.92,9617,2014-01-06 16:00:00 UTC,L5553
2014-01-07 00:01:00 UTC,Hallowed Grounds,68.42,2681,2014-01-06 16:00:00 UTC,
2014-01-07 00:02:00 UTC,Brew've Been Served,14.49,9405,2014-01-06 16:00:00 UTC,L3259
2014-01-07 00:06:00 UTC,Brew've Been Served,3.03,7819,2014-01-06 16:00:00 UTC,
2014-01-07 00:09:00 UTC,Brew've Been Served,15.66,8411,2014-01-06 16:00:00 UTC,L6110
2014-01-07 00:18:00 UTC,Brew've Been Served,47.74,6901,2014-01-06 16:00:00 UTC,
2014-01-07 01:17:00 UTC,Abila Airport,3840.37,3506,2014-01-06 16:00:00 UTC,L7761
2014-01-07 02:05:00 UTC,Stewart and Sons Fabrication,1200.9,3506,2014-01-06 16:00:00 UTC,L7761
2014-01-07 02:11:00 UTC,Nationwide Refinery,1347.36,9735,2014-01-06 16:00:00 UTC,L9633
2014-01-07 03:31:00 UTC,Stewart and Sons Fabrication,1843.33,9735,2014-01-06 16:00:00 UTC,
2014-01-07 03:39:00 UTC,Nationwide Refinery,1562.66,7792,2014-01-06 16:00:00 UTC,L5756
2014-01-07 04:00:00 UTC,Coffee Shack,16.63,7117,2014-01-06 16:00:00 UTC,L6417
2014-01-07 04:00:00 UTC,Bean There Done That,51.25,1415,2014-01-06 16:00:00 UTC,
2014-01-07 04:00:00 UTC,Brewed Awakenings,12.17,7688,2014-01-06 16:00:00 UTC,
2014-01-07 04:00:00 UTC,Jack's Magical Beans,23.68,6899,2014-01-06 16:00:00 UTC,
2014-01-07 04:00:00 UTC,Brewed Awakenings,64.84,3853,2014-01-06 16:00:00 UTC,
2014-01-07 04:00:00 UTC,Brewed Awakenings,71.59,2540,2014-01-06 16:00:00 UTC,
2014-01-07 04:00:00 UTC,Bean There Done That,53.89,1877,2014-01-06 16:00:00 UTC,
2014-01-07 04:00:00 UTC,Brewed Awakenings,6.72,8332,2014-01-06 16:00:00 UTC,L2070
2014-01-07 04:00:00 UTC,Bean There Done That,8.03,1321,2014-01-06 16:00:00 UTC,L4149
2014-01-07 04:00:00 UTC,Bean There Done That,46.25,6895,2014-01-06 16:00:00 UTC,
2014-01-07 04:00:00 UTC,Jack's Magical Beans,18.77,9241,2014-01-06 16:00:00 UTC,L3288
2014-01-07 04:00:00 UTC,Jack's Magical Beans,19.61,8156,2014-01-06 16:00:00 UTC,L5224
2014-01-07 04:00:00 UTC,Jack's Magical Beans,69.84,2463,2014-01-06 16:00:00 UTC,
2014-01-07 04:02:00 UTC,Nationwide Refinery,1071.04,3506,2014-01-06 16:00:00 UTC,
2014-01-07 04:29:00 UTC,Abila Airport,124.89,8642,2014-01-06 16:00:00 UTC,L2769
2014-01-07 05:08:00 UTC,Katerina's Cafe,59.07,7792,2014-01-06 16:00:00 UTC,
2014-01-07 05:13:00 UTC,Guy's Gyros,29.57,8156,2014-01-06 16:00:00 UTC,L5224
2014-01-07 05:20:00 UTC,Abila Zacharo,13.52,1415,2014-01-06 16:00:00 UTC,L7783
2014-01-07 05:20:00 UTC,Gelatogalore,35.06,8332,2014-01-06 16:00:00 UTC,L2070
2014-01-07 05:20:00 UTC,Guy's Gyros,38.56,7354,2014-01-06 16:00:00 UTC,L9254
2014-01-07 05:24:00 UTC,Kalami Kafenion,45.05,1286,2014-01-06 16:00:00 UTC,L3288
2014-01-07 05:24:00 UTC,Kalami Kafenion,11.64,5407,2014-01-06 16:00:00 UTC,L4034
2014-01-07 05:25:00 UTC,Abila Zacharo,82.25,6899,2014-01-06 16:00:00 UTC,
2014-01-07 05:29:00 UTC,Ouzeri Elian,29.1,2142,2014-01-06 16:00:00 UTC,L9637
2014-01-07 05:30:00 UTC,Gelatogalore,51.64,1310,2014-01-06 16:00:00 UTC,
2014-01-07 05:32:00 UTC,Ouzeri Elian,28.37,4948,2014-01-06 16:00:00 UTC,L9406
2014-01-07 05:33:00 UTC,Abila Zacharo,52.72,7688,2014-01-06 16:00:00 UTC,
2014-01-07 05:33:00 UTC,Gelatogalore,34.04,7253,2014-01-06 16:00:00 UTC,L1682
2014-01-07 05:33:00 UTC,Katerina's Cafe,22.27,7889,2014-01-06 16:00:00 UTC,L6119
2014-01-07 05:33:00 UTC,Guy's Gyros,11.31,6816,2014-01-06 16:00:00 UTC,L8148
2014-01-07 05:33:00 UTC,Kalami Kafenion,18.06,4795,2014-01-06 16:00:00 UTC,L8566
2014-01-07 05:34:00 UTC,Ouzeri Elian,64.84,6895,2014-01-06 16:00:00 UTC,
2014-01-07 05:35:00 UTC,Gelatogalore,8.98,2463,2014-01-06 16:00:00 UTC,L6886
2014-01-07 05:37:00 UTC,Gelatogalore,21.52,9551,2014-01-06 16:00:00 UTC,L5777
2014-01-07 05:39:00 UTC,Gelatogalore,17.21,9405,2014-01-06 16:00:00 UTC,L3259
2014-01-07 05:41:00 UTC,Katerina's Cafe,51.41,3484,2014-01-06 16:00:00 UTC,
2014-01-07 05:41:00 UTC,Abila Zacharo,17.81,9683,2014-01-06 16:00:00 UTC,L7291
2014-01-07 05:42:00 UTC,Ouzeri Elian,97.71,5368,2014-01-06 16:00:00 UTC,
2014-01-07 05:44:00 UTC,Abila Zacharo,32.4,2418,2014-01-06 16:00:00 UTC,L9018
2014-01-07 05:45:00 UTC,Kalami Kafenion,22.83,1877,2014-01-06 16:00:00 UTC,L3014
2014-01-07 05:46:00 UTC,Guy's Gyros,10.11,9635,2014-01-06 16:00:00 UTC,L3191
2014-01-07 05:46:00 UTC,Kalami Kafenion,22.14,7108,2014-01-06 16:00:00 UTC,L6544
2014-01-07 05:49:00 UTC,Gelatogalore,36.5,2681,2014-01-06 16:00:00 UTC,L1107
2014-01-07 05:50:00 UTC,Ouzeri Elian,21.85,8411,2014-01-06 16:00:00 UTC,L6110
2014-01-07 05:52:00 UTC,Gelatogalore,71.77,1874,2014-01-06 16:00:00 UTC,
2014-01-07 05:53:00 UTC,Hippokampos,51.69,3853,2014-01-06 16:00:00 UTC,
2014-01-07 05:54:00 UTC,Gelatogalore,88.97,5921,2014-01-06 16:00:00 UTC,
2014-01-07 05:55:00 UTC,Abila Zacharo,65.9,7819,2014-01-06 16:00:00 UTC,
2014-01-07 05:56:00 UTC,Ouzeri Elian,16.2,1321,2014-01-06 16:00:00 UTC,
2014-01-07 05:57:00 UTC,Katerina's Cafe,37.44,8202,2014-01-06 16:00:00 UTC,L2343
2014-01-07 05:57:00 UTC,Gelatogalore,15.4,6691,2014-01-06 16:00:00 UTC,L6267
2014-01-07 06:00:00 UTC,Hippokampos,76.11,3492,2014-01-06 16:00:00 UTC,
2014-01-07 06:07:00 UTC,Katerina's Cafe,10.9,4434,2014-01-06 16:00:00 UTC,L2169
2014-01-07 06:09:00 UTC,Guy's Gyros,12.57,9617,2014-01-06 16:00:00 UTC,L5553
2014-01-07 06:09:00 UTC,Ouzeri Elian,59.51,6901,2014-01-06 16:00:00 UTC,
2014-01-07 06:11:00 UTC,Hippokampos,37.57,8129,2014-01-06 16:00:00 UTC,L8328
2014-01-07 06:16:00 UTC,Abila Scrapyard,2149.28,2276,2014-01-06 16:00:00 UTC,L3317
2014-01-07 06:19:00 UTC,Kronos Pipe and Irrigation,3920.82,4530,2014-01-06 16:00:00 UTC,L8477
2014-01-07 06:34:00 UTC,Carlyle Chemical Inc.,4803.13,7792,2014-01-06 16:00:00 UTC,
2014-01-07 07:03:00 UTC,Stewart and Sons Fabrication,962.2,2276,2014-01-06 16:00:00 UTC,
2014-01-07 07:20:00 UTC,Maximum Iron and Steel,3207.31,4530,2014-01-06 16:00:00 UTC,L8477
2014-01-07 07:41:00 UTC,Abila Airport,3411.29,8642,2014-01-06 16:00:00 UTC,L2769
2014-01-07 08:24:00 UTC,Nationwide Refinery,889.58,2276,2014-01-06 16:00:00 UTC,L3317
2014-01-07 11:45:00 UTC,Guy's Gyros,14.87,7819,2014-01-06 16:00:00 UTC,L5259
2014-01-07 11:48:00 UTC,Guy's Gyros,31.23,3484,2014-01-06 16:00:00 UTC,L2490
2014-01-07 12:01:00 UTC,Hippokampos,20.17,1877,2014-01-06 16:00:00 UTC,L3014
2014-01-07 12:02:00 UTC,Hippokampos,11.56,1415,2014-01-06 16:00:00 UTC,L7783
2014-01-07 12:04:00 UTC,Albert's Fine Clothing,308.36,6895,2014-01-06 16:00:00 UTC,
2014-01-07 12:09:00 UTC,Katerina's Cafe,19.49,7253,2014-01-06 16:00:00 UTC,L1682
2014-01-07 12:10:00 UTC,Albert's Fine Clothing,78.91,7117,2014-01-06 16:00:00 UTC,L6417
2014-01-07 12:10:00 UTC,Guy's Gyros,42.25,7384,2014-01-06 16:00:00 UTC,
2014-01-07 12:10:00 UTC,Guy's Gyros,26.82,4795,2014-01-06 16:00:00 UTC,
2014-01-07 12:11:00 UTC,Katerina's Cafe,10.07,2142,2014-01-06 16:00:00 UTC,L9637
2014-01-07 12:11:00 UTC,Guy's Gyros,76.71,9683,2014-01-06 16:00:00 UTC,
2014-01-07 12:12:00 UTC,Katerina's Cafe,55.63,1874,2014-01-06 16:00:00 UTC,
2014-01-07 12:13:00 UTC,Katerina's Cafe,94.75,7889,2014-01-06 16:00:00 UTC,
2014-01-07 12:13:00 UTC,Katerina's Cafe,65.02,8202,2014-01-06 16:00:00 UTC,
2014-01-07 12:14:00 UTC,Guy's Gyros,62.33,3853,2014-01-06 16:00:00 UTC,
2014-01-07 12:15:00 UTC,Ouzeri Elian,11.41,9241,2014-01-06 16:00:00 UTC,L3288
2014-01-07 12:18:00 UTC,Katerina's Cafe,31.6,8411,2014-01-06 16:00:00 UTC,L6110
2014-01-07 12:19:00 UTC,Guy's Gyros,89.76,7354,2014-01-06 16:00:00 UTC,
2014-01-07 12:20:00 UTC,Frydos Autosupply n' More,312.73,6901,2014-01-06 16:00:00 UTC,
2014-01-07 12:32:00 UTC,Katerina's Cafe,19.53,5921,2014-01-06 16:00:00 UTC,L3295
2014-01-07 12:33:00 UTC,Katerina's Cafe,17.26,9617,2014-01-06 16:00:00 UTC,L5553
2014-01-07 12:33:00 UTC,Katerina's Cafe,25.54,6691,2014-01-06 16:00:00 UTC,L6267
2014-01-07 12:34:00 UTC,Hippokampos,70.19,1321,2014-01-06 16:00:00 UTC,
2014-01-07 12:34:00 UTC,Guy's Gyros,23.12,5368,2014-01-06 16:00:00 UTC,L2247
2014-01-07 12:47:00 UTC,Katerina's Cafe,32.83,3492,2014-01-06 16:00:00 UTC,L7814
2014-01-07 12:49:00 UTC,Ouzeri Elian,20.53,2681,2014-01-06 16:00:00 UTC,L1107
2014-01-07 12:51:00 UTC,Hippokampos,32.99,8156,2014-01-06 16:00:00 UTC,
2014-01-07 13:01:00 UTC,Katerina's Cafe,33.29,9405,2014-01-06 16:00:00 UTC,L3259
2014-01-07 13:03:00 UTC,Hippokampos,21.2,2540,2014-01-06 16:00:00 UTC,L5947
2014-01-07 13:17:00 UTC,Hippokampos,37.88,2463,2014-01-06 16:00:00 UTC,L6886
2014-01-07 13:19:00 UTC,Katerina's Cafe,18.35,1310,2014-01-06 16:00:00 UTC,L8012
2014-01-07 13:21:00 UTC,Hippokampos,35.85,7688,2014-01-06 16:00:00 UTC,
2014-01-07 13:51:00 UTC,Hippokampos,22.18,8332,2014-01-06 16:00:00 UTC,L2070
2014-01-07 23:31:00 UTC,Brew've Been Served,15.66,7354,2014-01-07 16:00:00 UTC,L9254
2014-01-07 23:39:00 UTC,Hallowed Grounds,12.19,7108,2014-01-07 16:00:00 UTC,
